round,rule_source,rule_id,rule_smarts,rule_ec_context,module,substrate_block1,substrate_smiles,substrate_scope,substrate_tier,generated_product_smiles,generated_product_block1,known_positive_same_pair,current_clean_candidates_full_same_pair,current_clean_candidates_full_y,current_clean_candidates_same_pair,current_clean_candidates_y,overgeneration_status,false_negative_screen_status,training_allowed_round25,rule_promotion_allowed_round25
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,WDJHALXBUFZDSR,CC(=O)CC(=O)[O-],carboxylate_like,silver,CC(C)=O,CSCPPACGZOOCGX,True,False,,False,,known_positive_recovered,not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,ZDXPYRJPNDTMRX,NC(=O)CCC([NH3+])C(=O)[O-],carboxylate_like,silver,NC(=O)CCC[NH3+],WCVPFJVXEXJFLB,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,VDXLUNDMVKSKHO,O=CNCC(=O)NC1OC(COP(=O)([O-])[O-])C(O)C1O,other_positive_substrate,silver,COP(=O)([O-])[O-],CAAULPUQFIIOTL,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,VDXLUNDMVKSKHO,O=CNCC(=O)NC1OC(COP(=O)([O-])[O-])C(O)C1O,other_positive_substrate,silver,O=CC(O)C(O)COP(=O)([O-])[O-],NGHMDNPXVRFFGS,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,VDXLUNDMVKSKHO,O=CNCC(=O)NC1OC(COP(=O)([O-])[O-])C(O)C1O,other_positive_substrate,silver,O=CNCC(=O)NC(C=O)OCCOP(=O)([O-])[O-],YUORTEVHSGXALZ,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,VDXLUNDMVKSKHO,O=CNCC(=O)NC1OC(COP(=O)([O-])[O-])C(O)C1O,other_positive_substrate,silver,O=CNCC(=O)NC(CO)OCCOP(=O)([O-])[O-],OHKIMZGVKORNNO,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,VDXLUNDMVKSKHO,O=CNCC(=O)NC1OC(COP(=O)([O-])[O-])C(O)C1O,other_positive_substrate,silver,O=CNCC(=O)NC(O)C(O)C=O,ZEXWCYXRZRDLFG,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,VDXLUNDMVKSKHO,O=CNCC(=O)NC1OC(COP(=O)([O-])[O-])C(O)C1O,other_positive_substrate,silver,O=CNCC(=O)NC1OCC(O)C1O,OVIOVPCCKOERCE,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,VDXLUNDMVKSKHO,O=CNCC(=O)NC1OC(COP(=O)([O-])[O-])C(O)C1O,other_positive_substrate,silver,O=CNCC(=O)NCC(O)CO,KDSSLQUERHGRFP,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,VDXLUNDMVKSKHO,O=CNCC(=O)NC1OC(COP(=O)([O-])[O-])C(O)C1O,other_positive_substrate,silver,O=CNCC(=O)NCOC(C=O)COP(=O)([O-])[O-],FTODMBJHSAVTFG,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,VDXLUNDMVKSKHO,O=CNCC(=O)NC1OC(COP(=O)([O-])[O-])C(O)C1O,other_positive_substrate,silver,O=CNCC(=O)NCOC(CO)COP(=O)([O-])[O-],SLCKAGXQBKTAJA,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,VDXLUNDMVKSKHO,O=CNCC(=O)NC1OC(COP(=O)([O-])[O-])C(O)C1O,other_positive_substrate,silver,O=P([O-])([O-])OCCC(O)CO,GGOQYRBYQVAPIF,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,WHUUTDBJXJRKMK,[NH3+]C(CCC(=O)[O-])C(=O)[O-],carboxylate_like,silver,CCC([NH3+])C(=O)[O-],QWCKQJZIFLGMSD,True,False,,False,,known_positive_recovered,not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,WHUUTDBJXJRKMK,[NH3+]C(CCC(=O)[O-])C(=O)[O-],carboxylate_like,silver,[NH3+]CCCC(=O)[O-],BTCSSZJGUNDROE,True,False,,False,,known_positive_recovered,not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,DCTLYFZHFGENCW,O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)([O-])[O-])C(O)C3O)c2[nH]1,other_positive_substrate,silver,COP(=O)([O-])[O-],CAAULPUQFIIOTL,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,DCTLYFZHFGENCW,O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)([O-])[O-])C(O)C3O)c2[nH]1,other_positive_substrate,silver,O=CC(COP(=O)([O-])[O-])OCn1cnc2c(=O)[nH]c(=O)[nH]c21,LCOCKXGSOBGWKO,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,DCTLYFZHFGENCW,O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)([O-])[O-])C(O)C3O)c2[nH]1,other_positive_substrate,silver,O=CC(O)C(O)COP(=O)([O-])[O-],NGHMDNPXVRFFGS,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,DCTLYFZHFGENCW,O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)([O-])[O-])C(O)C3O)c2[nH]1,other_positive_substrate,silver,O=CC(O)C(O)n1cnc2c(=O)[nH]c(=O)[nH]c21,MQQUTUJCLHNWON,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,DCTLYFZHFGENCW,O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)([O-])[O-])C(O)C3O)c2[nH]1,other_positive_substrate,silver,O=CC(OCCOP(=O)([O-])[O-])n1cnc2c(=O)[nH]c(=O)[nH]c21,XGSFEUICWODHQI,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,DCTLYFZHFGENCW,O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)([O-])[O-])C(O)C3O)c2[nH]1,other_positive_substrate,silver,O=P([O-])([O-])OCCC(O)CO,GGOQYRBYQVAPIF,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,DCTLYFZHFGENCW,O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)([O-])[O-])C(O)C3O)c2[nH]1,other_positive_substrate,silver,O=c1[nH]c(=O)c2ncn(C(CO)OCCOP(=O)([O-])[O-])c2[nH]1,FPGMNVIZGMNXGV,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,DCTLYFZHFGENCW,O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)([O-])[O-])C(O)C3O)c2[nH]1,other_positive_substrate,silver,O=c1[nH]c(=O)c2ncn(C3OCC(O)C3O)c2[nH]1,KXZSGEYCJBJGQO,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,DCTLYFZHFGENCW,O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)([O-])[O-])C(O)C3O)c2[nH]1,other_positive_substrate,silver,O=c1[nH]c(=O)c2ncn(CC(O)CO)c2[nH]1,FKKXCWWJXNVLCA,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,DCTLYFZHFGENCW,O=c1[nH]c(=O)c2ncn(C3OC(COP(=O)([O-])[O-])C(O)C3O)c2[nH]1,other_positive_substrate,silver,O=c1[nH]c(=O)c2ncn(COC(CO)COP(=O)([O-])[O-])c2[nH]1,ADGHZKYUKJAUOI,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,MSTNYGQPCMXVAQ,Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)CN2,carboxylate_like,weak,CCC(NC(=O)c1ccc(NCC2CNc3nc(N)[nH]c(=O)c3N2)cc1)C(=O)[O-],CAZRTAAIMBTUJJ,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,MSTNYGQPCMXVAQ,Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)CN2,carboxylate_like,weak,Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)NCCCC(=O)[O-])cc1)CN2,QJQZWALRRJGJPH,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,WBFYVDCHGVNRBH,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)[O-])cc1)CN2,aromatic_carboxylate_like,silver,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccccc1)CN2,NVJJDWUPOUMQBL,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,AUFGTPPARQZWDO,Nc1nc2c(c(=O)[nH]1)NC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)CN2,carboxylate_like,silver,CCC(NC(=O)c1ccc(N(C=O)CC2CNc3nc(N)[nH]c(=O)c3N2)cc1)C(=O)[O-],VNFLHTBFIHTFRA,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,AUFGTPPARQZWDO,Nc1nc2c(c(=O)[nH]1)NC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)CN2,carboxylate_like,silver,Nc1nc2c(c(=O)[nH]1)NC(CN(C=O)c1ccc(C(=O)NCCCC(=O)[O-])cc1)CN2,VAOVBXOSIRUTBG,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,COP(=O)([O-])OP(=O)([O-])OCC1OC([n+]2cccc(C(=O)[O-])c2)C(O)C1O,IKRUAYOTCGOLRV,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,RUEXVBUEYZJEHS,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,Nc1ncnc2c1ncn2C(C=O)OCCOP(=O)([O-])OP(=O)([O-])OCC1OC([n+]2cccc(C(=O)[O-])c2)C(O)C1O,CBHHUBGIYJNSNW,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,Nc1ncnc2c1ncn2C(CO)OCCOP(=O)([O-])OP(=O)([O-])OCC1OC([n+]2cccc(C(=O)[O-])c2)C(O)C1O,XDTRJJALRGBRQL,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,Nc1ncnc2c1ncn2C(O)C(O)C=O,QYLSYSJNWZGSIV,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC(C=O)OC[n+]2cccc(C(=O)[O-])c2)C(O)C1O,KJIWYTWZYLPVRA,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC(CO)OC[n+]2cccc(C(=O)[O-])c2)C(O)C1O,HJPVWSQBQGXYEZ,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC(O)C(O)C=O)C(O)C1O,QSGIZOFQYYZQDD,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3ccccc3)C(O)C2O)C(O)C1O,JMTRNCCOLTZFIN,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCCC(O)CO)C(O)C1O,VLMLRJWOILSWQX,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCCOC(C=O)[n+]2cccc(C(=O)[O-])c2)C(O)C1O,GESCSJMUIIBCAA,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCCOC(CO)[n+]2cccc(C(=O)[O-])c2)C(O)C1O,IJDDZVRTGRDQJT,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,Nc1ncnc2c1ncn2C1OCC(O)C1O,DTGVOXMKTYPSSO,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,Nc1ncnc2c1ncn2CC(O)CO,GSLQFBVNOFBPRJ,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,Nc1ncnc2c1ncn2COC(C=O)COP(=O)([O-])OP(=O)([O-])OCC1OC([n+]2cccc(C(=O)[O-])c2)C(O)C1O,VVYZBPPHLDFALS,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,Nc1ncnc2c1ncn2COC(CO)COP(=O)([O-])OP(=O)([O-])OCC1OC([n+]2cccc(C(=O)[O-])c2)C(O)C1O,XBJYDVBVGTVFKK,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,O=C([O-])c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCCC(O)CO)C(O)C2O)c1,IUJPBUHPNNTNOF,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,O=C([O-])c1ccc[n+](C2OCC(O)C2O)c1,NFPFKMLGQQGFOZ,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,O=C([O-])c1ccc[n+](CC(O)CO)c1,VGWWKBGADPTEJY,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,O=CC(O)C(O)COP(=O)([O-])OP(=O)([O-])OCC1OC([n+]2cccc(C(=O)[O-])c2)C(O)C1O,IGIIWMVBFDVBEM,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,SENPVEZBRZQVST,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OCC2OC([n+]3cccc(C(=O)[O-])c3)C(O)C2O)C(O)C1O,aromatic_carboxylate_like,weak,O=CC(O)C(O)[n+]1cccc(C(=O)[O-])c1,SNOZSMOJCGFBQJ,False,False,,False,,new_unlabeled_generation,unknown_not_negative,False,False
round25,EnzymeMap,EnzymeMap:rule_id_92,[#6:1]-[#6:2]-[#8:3]>>[#6:1].[#6:2]=[#8:3],4.1.1.59/4.1.1.61/4.1.1.63,A,QNAYBMKLOCPYGJ,CC([NH3+])C(=O)[O-],carboxylate_like,silver,CC[NH3+],QUSNBJAOOMFDIB,True,False,,False,,known_positive_recovered,not_negative,False,False
